Sample number,Initial number of cells,Number of cells surviving
40074,56,19
40075,61,10
40076,60,13
40077,79,17
40078,45,5
40079,22,3
40080,52,7
40081,21,5
40082,95,17
40083,70,8
40084,19,6
40085,18,4
40086,38,4
40087,19,5
40088,13,4
40089,79,17
40090,23,4
40091,91,22
40092,89,16
40093,12,4
40094,44,10
40095,100,21
40096,100,24
40097,17,4
40098,19,4
40099,30,6
40100,13,4
40101,67,17
40102,85,15
40103,39,8
40104,39,9
40105,36,7
40106,15,4
40107,84,19
40108,74,17
40109,78,15
40110,29,4
40111,76,9
40112,68,12
40113,39,8
40114,15,4
40115,63,11
40116,72,7
40117,99,24
40118,100,14
40119,40,8
40120,76,20
40121,36,7
40122,93,17
40123,43,7
40124,80,15
40125,24,4
40126,69,13
40127,58,17
40128,46,9
40129,25,9
40130,90,24
40131,40,3
40132,19,3
40133,61,13
40134,14,1
40135,35,10
40136,48,14
40137,78,23
40138,24,2
40139,44,9
40140,29,9
40141,55,7
40142,18,4
40143,60,7
40144,15,3
40145,32,10
40146,42,5
40147,56,15
40148,52,8
40149,31,4
40150,14,3
40151,78,12
40152,83,17
40153,79,13
40154,57,7
40155,13,1
40156,11,2
40157,68,20
40158,92,25
40159,10,1
40160,78,20
40161,81,15
40162,85,19
40163,43,9
40164,42,9
40165,76,15
40166,52,11
40167,94,20
40168,45,8
40169,12,4
40170,43,9
40171,50,13
40172,40,8
40173,30,4
40174,64,14
40175,33,11
40176,40,9
40177,26,7
40178,55,15
40179,53,12
40180,73,17
40181,21,4
40182,32,5
40183,41,10
40184,44,11
40185,83,16
40186,38,8
40187,98,15
40188,99,17
40189,92,21
40190,38,6
40191,96,27
40192,33,7
40193,77,10
40194,74,14
40195,51,8
40196,27,6
40197,59,15
40198,45,7
40199,96,18
40200,92,16
40201,18,6
40202,65,10
40203,34,4
40204,60,13
40205,76,19
40206,44,12
40207,12,2
40208,21,5
40209,81,23
40210,13,5
40211,91,17
40212,59,9
40213,58,7
40214,50,10
40215,24,3
40216,30,6
40217,62,11
40218,22,5
40219,13,2
40220,29,5
40221,83,16
40222,72,19
40223,17,3
40224,90,25
40225,58,20
40226,11,2
40227,28,5
40228,32,6
40229,37,7
40230,74,10
40231,13,2
40232,28,8
40233,78,20
40234,32,5
40235,20,3
40236,31,9
40237,94,13
40238,77,16
40239,41,12
40240,77,17
40241,79,18
40242,67,15
40243,56,12
40244,38,9
40245,80,14
40246,87,21
40247,93,18
40248,52,9
40249,33,10
40250,76,10
40251,19,0
40252,81,15
40253,50,9
40254,29,6
40255,67,15
40256,91,19
40257,48,13
40258,74,17
40259,33,4
40260,32,5
40261,51,10
40262,18,5
40263,98,20
40264,47,11
40265,81,12
40266,50,6
40267,21,5
40268,78,10
40269,62,12
40270,79,11
40271,26,5
40272,83,9
40273,71,13
40274,63,10
40275,100,29
40276,64,13
40277,19,4
40278,74,18
40279,16,4
40280,60,10
40281,73,15
40282,32,7
40283,51,8
40284,100,12
40285,78,16
40286,58,7
40287,52,10
40288,55,13
40289,61,7
40290,22,4
40291,75,13
40292,20,3
40293,70,13
40294,52,15
40295,51,14
40296,32,7
40297,17,3
40298,15,7
40299,78,17
40300,79,18
40301,58,16
40302,19,4
40303,57,8
40304,55,11
40305,51,6
40306,99,23
40307,26,3
40308,39,8
40309,77,17
40310,19,3
40311,77,17
40312,86,14
40313,26,5
40314,67,13
40315,80,11
40316,32,3
40317,92,12
40318,49,10
40319,68,20
40320,61,9
40321,76,12
40322,35,7
40323,22,7
40324,36,9
40325,13,5
40326,30,15
40327,96,24
40328,41,13
40329,63,12
40330,85,18
40331,31,1
40332,49,7
40333,12,3
40334,45,10
40335,100,15
40336,39,6
40337,87,14
40338,35,9
40339,92,21
40340,44,12
40341,52,9
40342,77,18
40343,80,12
40344,69,11
40345,47,9
40346,48,11
40347,89,17
40348,89,26
40349,99,29
40350,60,9
40351,63,11
40352,90,17
40353,95,25
40354,69,12
40355,82,20
40356,41,6
40357,83,20
40358,90,23
40359,49,12
40360,15,1
40361,78,19
40362,22,5
40363,52,10
40364,21,3
40365,84,10
40366,49,12
40367,24,4
40368,16,2
40369,94,21
40370,29,5
40371,26,4
40372,67,11
40373,71,13
40374,56,10
40375,91,14
40376,84,17
40377,18,1
40378,34,7
40379,11,2
40380,38,7
40381,52,13
40382,32,4
40383,48,12
40384,20,4
40385,31,6
40386,67,10
40387,84,23
40388,22,6
40389,60,13
40390,38,7
40391,18,4
40392,35,6
40393,80,17
40394,16,2
40395,13,2
40396,57,17
40397,36,9
40398,84,22
40399,14,3
40400,81,17
40401,56,13
40402,85,24
40403,21,4
40404,76,12
40405,80,17
40406,70,14
40407,90,21
40408,82,13
40409,39,14
40410,54,7
40411,26,4
40412,48,9
40413,96,24
40414,39,6
40415,77,18
40416,64,10
40417,99,17
40418,20,2
40419,79,15
40420,26,5
40421,85,15
40422,50,13
40423,64,14
40424,31,9
40425,31,10
40426,59,9
40427,90,18
40428,60,11
40429,75,9
40430,28,4
40431,63,9
40432,83,15
40433,61,16
40434,49,9
40435,37,6
40436,92,19
40437,54,8
40438,27,5
40439,29,5
40440,56,13
40441,54,6
40442,57,3
40443,17,8
40444,40,6
40445,73,18
40446,58,12
40447,84,16
40448,29,7
40449,10,1
40450,73,8
40451,78,18
40452,96,22
40453,13,3
40454,30,3
40455,23,3
40456,36,2
40457,46,7
40458,27,6
40459,86,13
40460,98,17
40461,81,20
40462,62,17
40463,74,13
40464,50,13
40465,19,1
40466,14,2
40467,55,9
40468,95,18
40469,92,19
40470,58,9
40471,42,11
40472,58,14
40473,60,12
40474,57,13
40475,30,3
40476,52,14
40477,41,5
40478,15,1
40479,90,23
40480,52,4
40481,94,22
40482,28,5
40483,22,5
40484,22,3
40485,70,18
40486,63,18
40487,30,2
40488,90,14
40489,17,2
40490,58,12
40491,84,21
40492,30,10
40493,100,22
40494,32,7
40495,48,10
40496,99,28
40497,39,12
40498,88,18
40499,45,8
40500,89,17
40501,17,4
40502,17,0
40503,52,10
40504,98,18
40505,58,4
40506,76,18
40507,66,10
40508,81,17
40509,22,5
40510,51,10
40511,35,9
40512,31,8
40513,38,9
40514,70,17
40515,86,11
40516,31,7
40517,62,12
40518,46,11
40519,70,12
40520,41,5
40521,77,18
40522,10,2
40523,38,9
40524,90,19
40525,64,9
40526,11,4
40527,93,15
40528,15,2
40529,27,7
40530,38,9
40531,85,22
40532,66,12
40533,40,8
40534,63,11
40535,37,12
40536,91,21
40537,85,21
40538,46,8
40539,71,12
40540,12,4
40541,53,14
40542,78,14
40543,48,12
40544,55,11
40545,93,19
40546,68,15
40547,22,5
40548,35,7
40549,64,14
40550,94,11
40551,90,21
40552,21,4
40553,35,9
40554,19,3
40555,46,11
40556,26,3
40557,24,5
40558,59,12
40559,57,11
40560,84,24
40561,87,23
40562,32,6
40563,35,12
40564,89,13
40565,32,7
40566,29,7
40567,97,14
40568,91,19
40569,11,2
40570,85,15
40571,58,16
40572,50,11
40573,73,21
40574,64,12
40575,71,15
40576,53,10
40577,25,7
40578,29,5
40579,27,7
40580,32,4
40581,23,4
40582,87,19
40583,98,29
40584,86,20
40585,52,15
40586,50,6
40587,78,19
40588,29,3
40589,50,8
40590,29,4
40591,55,11
40592,46,6
40593,26,6
40594,52,12
40595,30,8
40596,85,14
40597,11,2
40598,23,0
40599,72,16
40600,13,2
40601,20,8
40602,97,15
40603,32,5
40604,11,2
40605,98,20
40606,48,13
40607,12,3
40608,39,6
40609,74,12
40610,59,13
40611,70,9
40612,64,15
40613,75,14
40614,97,23
40615,30,7
40616,97,21
40617,34,5
40618,86,24
40619,72,13
40620,32,7
40621,18,3
40622,73,16
40623,57,12
40624,12,3
40625,38,13
40626,24,4
40627,71,14
40628,41,6
40629,15,3
40630,85,17
40631,50,13
40632,48,8
40633,66,16
40634,46,9
40635,53,12
40636,14,3
40637,74,18
40638,55,14
40639,35,5
40640,100,20
40641,26,5
40642,11,3
40643,24,5
40644,99,19
40645,67,19
40646,12,2
40647,19,6
40648,65,11
40649,31,6
40650,62,15
40651,95,15
40652,31,5
40653,25,2
40654,11,1
40655,87,17
40656,30,9
40657,95,18
40658,98,18
40659,69,18
40660,80,14
40661,30,3
40662,61,11
40663,33,7
40664,83,21
40665,84,17
40666,44,12
40667,61,20
40668,55,7
40669,25,5
40670,41,8
40671,23,6
40672,14,2
40673,68,14
40674,18,3
40675,70,16
40676,45,12
40677,51,9
40678,89,26
40679,10,2
40680,93,17
40681,85,15
40682,60,15
40683,15,4
40684,33,7
40685,60,10
40686,12,5
40687,48,14
40688,51,14
40689,37,11
40690,92,18
40691,67,11
40692,74,17
40693,37,8
40694,59,15
40695,22,7
40696,96,18
40697,92,19
40698,73,13
40699,58,13
40700,96,26
40701,70,12
40702,71,13
40703,38,9
40704,32,4
40705,90,23
40706,29,10
40707,93,21
40708,55,8
40709,13,1
40710,63,9
40711,28,9
40712,54,14
40713,67,6
40714,41,12
40715,19,2
40716,21,5
40717,86,19
40718,71,13
40719,76,15
40720,81,17
40721,40,4
40722,18,2
40723,98,29
40724,29,10
40725,95,22
40726,82,15
40727,39,8
40728,33,6
40729,71,19
40730,26,4
40731,62,9
40732,94,16
40733,73,18
40734,90,16
40735,42,2
40736,63,16
40737,59,11
40738,83,16
40739,54,14
40740,26,10
40741,97,22
40742,48,12
40743,94,15
40744,90,18
40745,14,4
40746,58,15
40747,85,22
40748,90,21
40749,76,23
40750,73,17
40751,46,9
40752,49,14
40753,25,5
40754,19,3
40755,82,17
40756,100,23
40757,54,9
40758,22,4
40759,30,5
40760,36,7
40761,19,4
40762,69,19
40763,84,18
40764,40,7
40765,24,4
40766,88,24
40767,65,12
40768,16,4
40769,83,15
40770,10,2
40771,54,13
40772,47,10
40773,47,11
40774,78,18
40775,72,13
40776,64,12
40777,22,4
40778,44,8
40779,64,17
40780,76,15
40781,38,10
40782,20,1
40783,83,14
40784,61,11
40785,65,11
40786,17,6
40787,50,7
40788,10,1
40789,79,13
40790,19,3
40791,16,2
40792,35,2
40793,22,4
40794,85,14
40795,78,12
40796,23,8
40797,51,7
40798,86,11
40799,82,17
40800,14,1
40801,17,4
40802,57,15
40803,92,19
40804,82,16
40805,81,14
40806,53,11
40807,68,15
40808,93,25
40809,43,10
40810,78,14
40811,91,15
40812,88,14
40813,10,3
40814,15,4
40815,57,14
40816,97,16
40817,10,2
40818,77,12
40819,90,16
40820,33,4
40821,97,22
40822,55,13
40823,52,6
40824,37,3
40825,93,18
40826,93,15
40827,53,11
40828,67,8
40829,16,3
40830,52,13
40831,78,18
40832,11,3
40833,89,17
40834,13,3
40835,73,17
40836,79,17
40837,96,22
40838,19,3
40839,92,20
40840,80,10
40841,24,6
40842,55,13
40843,21,2
40844,36,4
40845,61,17
40846,52,13
40847,76,12
40848,87,9
40849,61,13
40850,27,6
40851,46,12
40852,66,15
40853,28,5
40854,91,18
40855,16,5
40856,64,14
40857,50,9
40858,24,7
40859,57,12
40860,79,11
40861,98,19
40862,66,16
40863,34,6
40864,56,10
40865,33,4
40866,16,5
40867,65,13
40868,64,12
40869,26,4
40870,17,2
40871,52,13
40872,11,3
40873,19,2
40874,19,1
40875,60,11
40876,28,6
40877,98,17
40878,92,18
40879,76,15
40880,25,7
40881,47,14
40882,80,27
40883,42,9
40884,20,2
40885,89,15
40886,32,5
40887,94,13
40888,44,8
40889,95,24
40890,71,10
40891,51,13
40892,99,20
40893,45,9
40894,100,17
40895,32,8
40896,89,20
40897,54,12
40898,24,3
40899,49,10
40900,35,9
40901,61,12
40902,68,13
40903,55,12
40904,19,5
40905,70,7
40906,100,15
40907,10,5
40908,63,16
40909,67,18
40910,96,17
40911,60,11
40912,25,3
40913,26,8
40914,41,12
40915,97,17
40916,32,6
40917,70,14
40918,24,4
40919,27,3
40920,34,9
40921,51,12
40922,76,16
40923,37,4
40924,71,10
40925,73,15
40926,26,2
40927,37,12
40928,59,15
40929,30,7
40930,47,12
40931,46,14
40932,45,7
40933,29,6
40934,40,8
40935,94,12
40936,85,13
40937,96,19
40938,95,25
40939,74,20
40940,75,13
40941,77,12
40942,82,16
40943,34,5
40944,20,1
40945,67,5
40946,36,2
40947,41,1
40948,51,13
40949,16,5
40950,97,17
40951,87,14
40952,82,18
40953,30,3
40954,25,3
40955,74,14
40956,78,14
40957,48,11
40958,100,24
40959,94,23
40960,33,6
40961,73,18
40962,56,14
40963,66,10
40964,60,7
40965,97,17
40966,77,12
40967,100,25
40968,51,10
40969,81,11
40970,16,7
40971,30,4
40972,82,24
40973,28,4
40974,73,15
40975,36,5
40976,72,13
40977,28,5
40978,35,10
40979,99,27
40980,74,11
40981,19,3
40982,60,10
40983,71,12
40984,14,3
40985,84,16
40986,40,8
40987,44,7
40988,49,8
40989,32,5
40990,22,5
40991,58,8
40992,39,9
40993,94,24
40994,28,2
40995,12,3
40996,96,20
40997,86,17
40998,19,6
40999,15,4
41000,100,25
41001,14,3
41002,63,11
41003,37,11
41004,82,15
41005,87,22
41006,74,7
41007,13,2
41008,25,3
41009,42,5
41010,73,18
41011,85,20
41012,98,21
41013,91,14
41014,29,2
41015,55,9
41016,67,17
41017,75,14
41018,42,9
41019,51,13
41020,95,20
41021,12,1
41022,28,5
41023,53,8
41024,36,5
41025,56,8
41026,18,2
41027,53,17
41028,78,10
41029,29,9
41030,17,2
41031,53,6
41032,49,9
41033,97,18
41034,11,3
41035,16,3
41036,28,6
41037,24,3
41038,100,21
41039,71,15
41040,55,6
41041,94,22
41042,90,22
41043,97,25
41044,58,10
41045,83,23
41046,87,22
41047,96,22
41048,35,11
41049,36,12
41050,51,9
41051,21,4
41052,68,16
41053,60,6
41054,78,13
41055,75,10
41056,87,14
41057,86,19
41058,38,8
41059,46,5
41060,14,2
41061,40,8
41062,24,2
41063,74,18
41064,48,11
41065,80,15
41066,48,8
41067,72,13
41068,95,23
41069,98,12
41070,54,8
41071,64,16
41072,46,12
41073,77,18
41074,71,12
41075,63,19
41076,21,5
41077,90,20
41078,57,12
41079,99,14
41080,89,19
41081,82,16
41082,96,17
41083,51,14
41084,87,11
41085,14,4
41086,85,16
41087,78,17
41088,40,12
41089,35,7
41090,33,6
41091,37,6
41092,66,10
41093,96,22
41094,53,15
41095,67,13
41096,35,6
41097,22,6
41098,84,18
41099,77,21
41100,84,15
41101,60,11
41102,99,13
41103,93,24
41104,68,10
41105,71,14
41106,42,8
41107,93,25
41108,33,9
41109,41,10
41110,21,6
41111,15,1
41112,90,19
41113,73,20
41114,58,8
41115,63,12
41116,46,13
41117,66,18
41118,51,11
41119,15,3
41120,38,10
41121,42,12
41122,79,14
41123,72,16
41124,66,14
41125,22,2
41126,12,3
41127,87,14
41128,91,17
41129,100,12
41130,77,16
41131,37,5
41132,64,9
41133,46,3
41134,21,4
41135,70,13
41136,51,8
41137,93,16
41138,67,14
41139,94,18
41140,100,22
41141,74,20
41142,25,8
41143,11,1
41144,62,13
41145,70,10
41146,38,8
41147,50,10
41148,32,12
41149,69,11
41150,46,9
41151,64,10
41152,75,18
41153,86,22
41154,64,15
41155,68,17
41156,71,12
41157,76,17
41158,77,23
41159,15,2
41160,27,4
41161,68,14
41162,21,4
41163,76,13
41164,35,14
41165,90,11
41166,85,18
41167,90,15
41168,52,12
41169,92,23
41170,25,5
41171,59,8
41172,32,12
41173,30,6
41174,32,6
41175,21,3
41176,28,4
41177,33,10
41178,71,22
41179,22,4
41180,79,15
41181,37,6
41182,90,23
41183,66,20
41184,12,4
41185,71,11
41186,47,11
41187,16,4
41188,61,11
41189,77,11
41190,37,7
41191,46,6
41192,70,13
41193,68,13
41194,62,5
41195,53,7
41196,84,18
41197,85,16
41198,12,2
41199,43,6
41200,26,4
41201,14,2
41202,43,12
41203,41,4
41204,41,6
41205,73,15
41206,55,11
41207,62,16
41208,60,12
41209,49,8
41210,31,8
41211,90,17
41212,28,8
41213,68,16
41214,96,21
41215,19,4
41216,27,8
41217,92,13
41218,50,15
41219,30,2
41220,52,12
41221,30,10
41222,16,0
41223,56,11
41224,31,8
41225,21,7
41226,80,13
41227,30,6
41228,51,14
41229,30,4
41230,20,6
41231,57,14
41232,31,6
41233,12,4
41234,84,14
41235,82,14
41236,30,4
41237,13,1
41238,68,15
41239,19,7
41240,78,21
41241,29,9
41242,77,10
41243,100,21
41244,46,6
41245,48,12
41246,51,12
41247,41,10
41248,83,14
41249,83,16
41250,55,12
41251,94,20
41252,72,15
41253,32,5
41254,13,0
41255,24,4
41256,86,19
41257,85,14
41258,38,6
41259,82,21
41260,67,10
41261,52,10
41262,84,19
41263,16,3
41264,95,20
41265,71,14
41266,30,7
41267,76,12
41268,13,3
41269,54,9
41270,33,6
41271,62,16
41272,33,7
41273,42,12
41274,85,21
41275,51,7
41276,33,10
41277,59,11
41278,15,1
41279,17,2
41280,44,7
41281,85,15
41282,27,4
41283,49,15
41284,26,3
41285,19,2
41286,91,20
41287,31,8
41288,91,15
41289,31,4
41290,51,9
41291,72,12
41292,53,7
41293,23,4
41294,92,23
41295,44,5
41296,39,9
41297,26,6
41298,58,13
41299,34,4
41300,62,15
41301,64,16
41302,87,13
41303,15,6
41304,47,8
41305,72,17
41306,26,9
41307,78,17
41308,63,13
41309,26,5
41310,67,10
41311,29,8
41312,25,5
41313,61,13
41314,92,14
41315,10,1
41316,89,14
41317,16,4
41318,19,4
41319,22,5
41320,11,2
41321,74,19
41322,74,18
41323,69,10
41324,29,9
41325,88,17
41326,12,6
41327,67,14
41328,82,19
41329,95,20
41330,74,14
41331,28,4
41332,42,7
41333,12,2
41334,92,23
41335,40,9
41336,90,16
41337,16,6
41338,90,21
41339,68,12
41340,91,17
41341,85,11
41342,74,13
41343,53,10
41344,45,10
41345,63,9
41346,66,9
41347,90,19
41348,22,4
41349,60,12
41350,94,27
41351,65,21
41352,95,22
41353,50,12
41354,99,19
41355,27,5
41356,92,13
41357,97,15
41358,24,5
41359,80,12
41360,38,8
41361,47,7
41362,32,4
41363,46,11
41364,10,3
41365,35,13
41366,71,20
41367,81,13
41368,12,3
41369,36,5
41370,28,6
41371,69,11
41372,65,18
41373,78,18
41374,90,15
41375,84,13
41376,46,12
41377,49,7
41378,39,8
41379,72,12
41380,33,11
41381,48,10
41382,16,3
41383,37,11
41384,27,5
41385,16,4
41386,19,4
41387,69,14
41388,64,17
41389,25,1
41390,80,28
41391,95,22
41392,73,17
41393,76,10
41394,75,13
41395,32,10
41396,39,11
41397,40,13
41398,72,10
41399,66,17
41400,58,12
41401,63,15
41402,38,11
41403,17,2
41404,87,16
41405,65,18
41406,41,10
41407,25,5
41408,58,8
41409,76,11
41410,32,5
41411,28,3
41412,20,2
41413,42,5
41414,36,5
41415,77,18
41416,10,0
41417,20,3
41418,67,14
41419,60,8
41420,66,17
41421,76,9
41422,25,5
41423,93,17
41424,45,7
41425,47,10
41426,87,13
41427,45,9
41428,17,3
41429,94,27
41430,86,16
41431,86,21
41432,31,5
41433,26,7
41434,66,17
41435,64,9
41436,56,10
41437,50,8
41438,30,7
41439,32,5
41440,65,14
41441,64,12
41442,77,21
41443,44,6
41444,100,22
41445,100,26
41446,15,3
41447,21,6
41448,94,18
41449,45,8
41450,61,18
41451,34,5
41452,26,4
41453,79,12
41454,44,10
41455,54,13
41456,63,13
41457,41,6
41458,85,13
41459,34,10
41460,19,0
41461,70,11
41462,71,12
41463,84,17
41464,92,26
41465,78,11
41466,96,15
41467,93,16
41468,48,12
41469,45,9
41470,23,6
41471,59,13
41472,85,17
41473,94,19
41474,61,8
41475,96,17
41476,56,12
41477,35,6
41478,33,7
41479,23,4
41480,13,3
41481,98,20
41482,27,9
41483,32,6
41484,10,4
41485,24,4
41486,45,4
41487,26,5
41488,95,23
41489,35,5
41490,86,18
41491,57,16
41492,49,5
41493,21,5
41494,40,6
41495,64,11
41496,52,12
41497,70,16
41498,72,14
41499,67,10
41500,82,19
41501,97,16
41502,19,4
41503,36,4
41504,90,19
41505,22,2
41506,57,5
41507,74,20
41508,35,7
41509,48,7
41510,85,10
41511,18,4
41512,96,17
41513,41,8
41514,96,17
41515,24,3
41516,81,14
41517,87,12
41518,69,18
41519,10,1
41520,36,10
41521,88,14
41522,61,13
41523,78,16
41524,17,2
41525,40,10
41526,56,7
41527,21,4
41528,24,6
41529,51,10
41530,35,8
41531,87,30
41532,30,7
41533,61,15
41534,12,3
41535,16,3
41536,49,10
41537,30,7
41538,21,6
41539,98,22
41540,74,16
41541,95,16
41542,42,6
41543,64,13
41544,93,23
41545,51,9
41546,72,22
41547,92,25
41548,36,8
41549,73,15
41550,10,2
41551,64,12
41552,93,16
41553,76,15
41554,19,4
41555,93,16
41556,56,12
41557,72,14
41558,96,27
41559,99,19
41560,93,15
41561,49,13
41562,82,21
41563,70,24
41564,62,12
41565,23,5
41566,99,21
41567,95,17
41568,60,16
41569,28,4
41570,10,1
41571,68,9
41572,39,11
41573,75,16
41574,65,16
41575,50,15
41576,96,14
41577,38,9
41578,67,16
41579,38,7
41580,96,13
41581,22,3
41582,30,6
41583,17,7
41584,59,15
41585,86,22
41586,54,13
41587,87,21
41588,35,9
41589,66,15
41590,21,4
41591,46,14
41592,73,17
41593,98,17
41594,54,12
41595,33,8
41596,62,13
41597,65,14
41598,54,8
41599,23,4
41600,85,22
41601,84,22
41602,41,7
41603,43,11
41604,45,7
41605,26,6
41606,81,11
41607,83,16
41608,10,2
41609,48,10
41610,60,6
41611,35,6
41612,81,14
41613,59,8
41614,74,13
41615,78,14
41616,14,5
41617,51,9
41618,10,4
41619,12,2
41620,24,4
41621,91,22
41622,61,12
41623,11,2
41624,71,16
41625,19,4
41626,46,16
41627,52,10
41628,76,16
41629,23,3
41630,40,7
41631,81,17
41632,88,15
41633,51,14
41634,39,7
41635,56,13
41636,51,10
41637,64,12
41638,57,12
41639,12,3
41640,14,1
41641,75,25
41642,84,16
41643,16,3
41644,62,10
41645,90,12
41646,77,20
41647,86,16
41648,39,7
41649,76,18
41650,76,16
41651,42,9
41652,83,26
41653,40,9
41654,89,16
41655,41,12
41656,69,9
41657,56,12
41658,30,6
41659,79,18
41660,38,6
41661,29,6
41662,11,3
41663,22,5
41664,19,2
41665,20,6
41666,100,22
41667,77,10
41668,20,2
41669,38,5
41670,23,2
41671,71,20
41672,84,20
41673,34,6
41674,47,10
41675,61,13
41676,55,13
41677,92,20
41678,42,13
41679,38,9
41680,59,14
41681,18,2
41682,22,6
41683,79,14
41684,21,6
41685,93,20
41686,65,7
41687,78,19
41688,84,13
41689,88,18
41690,94,18
41691,67,15
41692,46,12
41693,53,12
41694,40,9
41695,98,22
41696,55,14
41697,58,13
41698,93,19
41699,47,11
41700,41,6
41701,16,4
41702,82,21
41703,71,14
41704,49,17
41705,21,4
41706,70,24
41707,89,19
41708,21,4
41709,38,9
41710,91,19
41711,100,21
41712,76,9
41713,56,11
41714,41,6
41715,22,4
41716,34,6
41717,12,3
41718,19,6
41719,35,8
41720,35,7
41721,42,14
41722,59,8
41723,20,6
41724,56,11
41725,96,11
41726,16,5
41727,64,12
41728,76,17
41729,66,15
41730,24,4
41731,52,13
41732,78,17
41733,88,17
41734,21,2
41735,89,16
41736,23,5
41737,95,16
41738,31,9
41739,76,14
41740,34,4
41741,65,12
41742,26,4
41743,36,8
41744,83,19
41745,31,7
41746,82,24
41747,13,1
41748,81,12
41749,94,19
41750,89,17
41751,64,14
41752,45,11
41753,100,14
41754,78,8
41755,16,2
41756,64,9
41757,47,16
41758,77,20
41759,62,8
41760,64,15
41761,58,5
41762,11,2
41763,43,4
41764,37,6
41765,33,5
41766,74,9
41767,61,11
41768,79,15
41769,41,7
41770,59,10
41771,38,8
41772,62,9
41773,72,9
41774,85,23
41775,37,7
41776,66,11
41777,85,13
41778,20,4
41779,29,5
41780,68,13
41781,85,28
41782,17,3
41783,35,7
41784,68,19
41785,20,4
41786,74,17
41787,95,18
41788,64,13
41789,50,12
41790,66,9
41791,51,14
41792,27,11
41793,59,6
41794,65,15
41795,38,8
41796,76,16
41797,15,3
41798,35,6
41799,71,10
41800,39,6
41801,17,6
41802,81,13
41803,27,8
41804,93,24
41805,13,5
41806,63,12
41807,59,9
41808,53,12
41809,44,5
41810,15,2
41811,58,8
41812,70,14
41813,20,4
41814,85,8
41815,32,6
41816,71,15
41817,56,10
41818,29,6
41819,18,4
41820,62,8
41821,76,12
41822,40,8
41823,31,7
41824,28,6
41825,76,18
41826,70,17
41827,90,18
41828,10,3
41829,80,23
41830,30,6
41831,88,25
41832,89,19
41833,55,7
41834,45,7
41835,33,5
41836,71,15
41837,50,12
41838,71,13
41839,51,10
41840,59,11
41841,31,8
41842,44,8
41843,37,10
41844,33,8
41845,99,13
41846,22,3
41847,30,7
41848,92,23
41849,87,18
41850,49,11
41851,50,8
41852,100,15
41853,99,25
41854,70,15
41855,79,15
41856,57,7
41857,32,4
41858,80,10
41859,86,17
41860,57,11
41861,15,2
41862,45,8
41863,81,14
41864,53,8
41865,21,1
41866,78,18
41867,16,2
41868,71,15
41869,39,8
41870,61,11
41871,81,16
41872,90,15
41873,32,7
41874,59,13
41875,82,15
41876,27,6
41877,47,14
41878,45,7
41879,56,12
41880,45,13
41881,20,8
41882,33,9
41883,67,13
41884,40,10
41885,41,11
41886,18,6
41887,98,20
41888,20,4
41889,84,19
41890,90,16
41891,17,2
41892,41,11
41893,62,16
41894,14,1
41895,65,16
41896,43,9
41897,16,2
41898,29,5
41899,63,17
41900,55,13
41901,96,27
41902,82,16
41903,38,4
41904,62,16
41905,36,4
41906,74,19
41907,27,2
41908,89,21
41909,49,10
41910,98,11
41911,57,14
41912,91,13
41913,30,10
41914,23,9
41915,34,4
41916,75,13
41917,21,1
41918,89,17
41919,14,2
41920,15,5
41921,91,18
41922,18,5
41923,45,13
41924,41,4
41925,57,7
41926,35,4
41927,52,9
41928,22,3
41929,86,13
41930,68,15
41931,64,13
41932,94,26
41933,76,14
41934,46,4
41935,15,4
41936,96,18
41937,31,3
41938,81,16
41939,15,1
41940,76,13
41941,83,14
41942,98,20
41943,18,3
41944,80,16
41945,63,11
41946,60,11
41947,26,4
41948,60,10
41949,92,21
41950,38,6
41951,30,3
41952,76,15
41953,72,13
41954,35,2
41955,51,14
41956,87,18
41957,96,20
41958,21,4
41959,84,19
41960,93,20
41961,35,8
41962,83,16
41963,55,12
41964,67,17
